 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Fixed by revert to the deprecated ClipboardManager, as the 4.0 SDK version is not working yet;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.appsbar.PCAPES201253554;4;0;4;;;;
##\APPLICATION\SPORTS\ desc.txt;4;0;4;;;;
servicio para jugadores de pes 2012 es un lugar donde podran entrar directamente a la mayor comunidad latinoamerica de pes en PS3;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.appsbar.Gratifutbol26924;4;0;4;;;;
##\APPLICATION\SPORTS\ desc.txt;4;0;4;;;;
Transmisiones deportivas online;0;0;0;;;;
GRATIFUTBOL.COM te permite disfrutar de lo mejor del deporte online por Inter##net.;0;0;0;;;;
Partidos de Ftbol en vivo y en directo de las principales ligas y torneos, desde transmisiones va streaming (Justin tv, Ustream) y P2P publicadas por GRATIFUTBOL.COM en su calendario de eventos deportivos. n;0;1;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##de.hafas.android.oebb;0;0;0;;;;
##\APPLICATION\TRANSPORTATION\ desc.txt;4;0;4;;;;
Welcome at SCOTTY mobil, mobile planing your routs on BB l;0;0;0;;;;
SCOTTY is the mobile route planner of the BB. u;0;0;0;;;;
It provides you with all important information on your trip, wherever you are: everything from timetable information to regional maps and real time information on specific connections.;1;0;0;;;;
For more information please visit: http://www.oebb.at/pv/en/Servicebox/Mobile Services/SCOTTYmobil/index.jsp Have a goo;0;0;0;;;;
Provide timetable information,  Retrieve regional maps,  Save personal routes,  Provide real time information on specific connections;0;0;0;;;;
Recent changes:  Bugfixes;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##de.hafas.android.vbb;0;0;0;;;;
##\APPLICATION\TRANSPORTATION\ desc.txt;4;0;4;;;;
"The software ""Fahrinfo mobil"" is a jointly developed product of the Public Transport Authority BerlinBrandenburg (VBB) and all transport companies operating in Berlin and Brandenburg.";0;0;0;;;;
Using public Transport in the region of Berlin and Brandenburg any route can be calculated and displayed at any time by ahrinfo mobil . omp;0;0;0;;;;
If requested arinfo mobil  reg;0;0;0;;;;
displays not only any station or stop of public transport but also addresses and points of interest.;0;0;0;;;;
You can choose which means of transport should be used by selecting and deselecting any means of transport separately.;0;0;0;;;;
It is also possible to also use the current position as the start for route planning.;0;0;0;;;;
By the integration of real time data current delays and even cancellations are shown and alternative routes are presented for not working connections.;0;0;0;;;;
There are also integrated maps which are helpful for orientation.;0;0;0;;;;
Footpaths from the next stop to a given address or point of interest are displayed on these maps.;0;0;0;;;;
Publisher  Fahrinfo mobil is a cooperation product of all transport companies and the Public Transport Authority BerlinBrandenburg (VBB). nec;0;0;0;;;;
The publisher of this software is VBB.;0;0;0;;;;
For further suggestions and notes please contact infohacon.de.;0;0;0;;;;
No responsibility is taken for the correctness of this information.;0;0;0;;;;
Copyright 2011 HaCon Ingenieursgesellschaft mbH Keywords: Timetable, Trip, Planner, Journey, Train, Rail, underground, subway, Berlin network, public transport, Fahrplan, Auskunft, Routenplaner, Bahn, Zug, SBahn, UBahn, Tram, Straenbahn, Regionalbahn, RegionalExpress, PNV, BVG TY;0;0;0;;;;
Recent changes:  Bugfixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.kodeninjas.ultimatebudgets;4;0;4;;;;
##\APPLICATION\FINANCE\ desc.txt;4;0;4;;;;
ULTIMATEBUDGETS is a powerful personal finance manager.;0;0;0;;;;
It will help you plan your budget, manage your expenses, bills and analyse your finances through a vast array of features.;0;0;0;;;;
For a complete overview and tutorial, check out the website here: http://ultimatebudgets.kodeninjas.com ULTIMATEBUDGETS is unique in contrast to most personal finance managers available.;0;0;0;;;;
It has been designed around the concept of 'Virtual Envelopes' an extension of the envelope budgeting principle to assist with the growing complications of budgeting in a ever increasing 'cashless' world.;0;0;0;;;;
In addition to this, ULTIMATEBUDGETS also considers your personal income details as a critical data input.;0;0;0;;;;
You cannot plan, budget or manage funds you do not have, and this information is fundamental to effective budgeting.;0;0;0;;;;
Envelope Budgeting is a simple and organized method of saving money for budgeted expenses and allowances.;0;0;0;;;;
It is based on the theory that as you earn income, you put aside a specific amount into each budget envelope to cover the expense amount when it is due.;0;0;0;;;;
Unfortunately this concept in practice can also complicate the process of finance management.;0;0;0;;;;
When funds are physically taken out of secure accounts and disseminated amongst many budget envelopes, it can create difficulty when one is looking for a quick consolidated view of all funds.;0;1;0;;;;
ULTIMATEBUDGETS uses Virtual Envelopes, whereby envelope containers are used to organize your budget amounts only from a logical perspective.;0;0;0;;;;
Physically, all funds still remain in the account the envelopes are linked to.;0;0;0;;;;
ULTIMATEBUDGETS can then track and manage how much exists in accounts, plus what portion of this is assigned to any linked Virtual Envelopes.;0;0;0;;;;
This provides a holistic view of real world funds while retaining all the fundamental benefits of envelope budgeting.;0;0;0;;;;
ULTIMATEBUDGETS is not just an Envelope Budgeting tool.;0;0;0;;;;
It's a full featured personal finance manager that compares in functionality to most popular Desktop and Web Based personal finance applications.;0;0;0;;;;
The features are to numerous to mention here.;0;0;0;;;;
Check http://www.ultimatebudgets.kodeninjas.com for a complete overview.;0;0;0;;;;
A fundamental requirement in personal finance is the effective tracking of all transactions.;0;0;0;;;;
This is often cumbersome via Desktop and Online finance systems as transaction data must be stored until you next have access to the system.;0;0;0;;;;
This leads to incorrect updates, or worse, no updates at all;0;1;0;;;;
This quickly creates poor data quality and as a result, poor personal finance management.;0;0;0;;;;
With ULTIMATEBUDGETS you have your personal finance manager with you at all times, right there on your phone;0;0;0;;;;
You can enter transactions as they occur with no requirements for Internet access and no need to remember your daily transactions till you get home.;0;0;0;;;;
$$TAGS:Accounting, Accounts,Budget,Budgeting,Finance,Personal Finance,Money Organizer,Quicken,MS Money,Envelope,Envelope Budgeting,Finance Management,EasyMoney,Financisto,Easy Money, household budget, family budget, financial planner, financial calculator, accounting, finance, accounting software, business accounting, cash register, cash organizer, credit cards, banking app, mobile banking app, android banking, money, money saving app, money saver, easy money, wallet, pocket money, ledger, page once, mint, checkbook, book keeping, book keeper, mobile expense tracker, mobile money app, mobile money manager, expense management, expense tracker, money manager, personal money manager, savings tracker, saving money, finance manager, personal finance, personal finance manager, personal finance management, personal money management, budget manager, budget tracker, spending tracker, daily expense tracker, daily expense manager, income tracker, income calculator, mobile banking, savings account, checking account, receipt tracker, receipt scanner, receipt filer, receipt capture, expense log;0;0;0;;;;
Recent changes: Search for 'Ultimate Budgets PRO' on Android Market.;0;0;0;;;;
Fixed forced close that occurs when incomplete currencies are linked to an Account or Income New Features:;0;0;0;;;;
Added Screen Jump menu item in all screens for those who don't like to Swipe.;0;0;0;;;;
Change log For Version {1.59} Fixes:  Fixed bug that allowed incomplete custom currencies to be saved;0;0;0;;;;
To Do:  Update User Guide to reflect changes.;0;1;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.appsbar.CydiaDownload20234;4;0;4;;;;
##\APPLICATION\EDUCATION\ desc.txt;4;0;4;;;;
B45H3R App for Help.;0;0;0;;;;
To help with Cydia Download and all Repo's;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##Fish2Eu.pac;4;0;4;;;;
##\APPLICATION\HEALTH AND FITNESS\ desc.txt;4;0;4;;;;
This app just to support the WVGA resolution.  t;0;0;0;;;;
You can catch the fish by throwing controlling the power gage and simple and thrilling manipulating to up, down, left, right.;0;0;0;;;;
There are also 14 kinds of festival quest that condition is changed, and user can enjoy infinitely, except for main quests.;0;0;0;;;;
Origin fishing mania came back with fined graphics that is almost like real picture, and various fishes more than 100 kinds of species, and 6 kinds of map.;0;0;0;;;;
This is the origin fishing game that enhanced the joy of catching and collecting.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.lostpixels.fieldservice;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
A help for Jehovah's Witnesses in their field service to quickly take notes and stay organized.;0;0;0;;;;
It's very easy to keep track of your territories, all your return visits, your service time for the month and plan your day or week of door to door ministry.;1;1;0;;;;
Never forget a return visit again or be frustrated trying to find you paper notes;0;0;0;;;;
NOTE: Please send suggestions by email instead of leaving them in a comment, since I can't reply if I don't understand what you mean, and the suggestion will never be implemented;0;0;0;;;;
Features:;0;0;0;;;;
Easily create and generate territories with streets, buildings or rural addresses;0;0;0;;;;
Tag addresses with GPS positions and see them on a map;0;0;0;;;;
Make fast notes of a visit with just a few clicks;0;0;0;;;;
Automatically update visit dates;0;1;0;;;;
Keep track of return visits, bible studies and magazine routes;0;0;0;;;;
Keep track of return visits by date, neighborhood or bookmarks;0;1;0;;;;
Send addresses and return visits as SMS if several publishers work a territory or as data to import directly into Ministry Assistant.;0;0;0;;;;
Add time for return visit to Google calendar;1;1;1;;Add-update(0.2857142857142857);;
See statistics over a territory, what time and days you've been working there;0;1;0;;;;
Keep track of your service time for each month and year, and send the report by SMS or email;1;1;0;;;;
Different profiles like pioneer or auxiliary pioneer;0;0;0;;;;
Widget for month report;1;1;0;;;;
Translated to:  Czech  Chinese  Danish  Dutch  English  Estonian  Finnish  French  German  Italian  Japanese  Korean  Norwegian  Polish  Portuguese  Slovak  Spanish  Swedish Thanks to those who translate;0;0;0;;;;
Backup/restore easily to never lose your notes if something unexpected happens;0;0;0;;;;
Recent changes: 1.8.3;0;0;0;;;;
Bug fix with magazine route 1.8.2;0;0;0;;;;
UI changes;0;0;0;;;;
Bug fixes;0;0;0;;;;
Added Danish 1.8.1;0;0;0;;;;
Added satellite view;0;0;0;;;;
Comment to not at home;0;0;0;;;;
Bug fixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##de.hafas.android.db;4;0;4;;;;
##\APPLICATION\TRANSPORTATION\ desc.txt;4;0;4;;;;
With DB Navigator the Deutsche Bahn AG offers you the most comprehensive information service about public transport.;0;0;0;;;;
The DB Navigator has access to all schedules of public transport operators in Germany and calculates the optimal trips and journeys for you by train, bus, tram, subway and ship.;0;0;1;;;;
(Railnavigator);0;0;0;;;;
Recent changes:  Redesign  Improvements in realtime search  Select start/destinationadress from contacts  Homescreen widgets  App2SD;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.roundbox.android.tvguide.presentation.activity;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT\ desc.txt;4;0;4;;;;
This is TV Guide official TV listings and entertainment news application for Android devices. ro;0;0;0;;;;
Quickly see what on TV, manage your favorite channels and set up reminders for your favorite shows. nt;1;0;1;;;;
Plus, get breaking entertainment news from TVGuide.##com.;0;0;0;;;;
Recent changes: v2.0.7 (1/11/12)  bugfixes for crashrelated issues.;0;0;0;;;;
v2.0.6 (12/22/11)  bugfixes for crashrelated issues.;0;0;0;;;;
v2.0.5 (12/12/11)  bugfix for series reminders in android calendar v2.0.4 (11/18/11)  many bug fixes  inclusion of customer feedback form on 'About' screen v2.0.3 (10/13/11)  upgrade fix;1;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.vsct.vsc.mobile.horaireetresa.android;4;0;4;;;;
##\APPLICATION\TRANSPORTATION\ desc.txt;4;0;4;;;;
Valable uniquement pour les r servations avec le service ebillet e;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.appsbar.BibliaCatolica43499;4;0;4;;;;
##\APPLICATION\BOOKS AND REFERENCE\ desc.txt;4;0;4;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.appsbar.ChipoteChillon2263;4;0;4;;;;
##\APPLICATION\BUSINESS\ desc.txt;4;0;4;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.roy.heyeFunnySMSRingtones;4;0;4;;;;
##\APPLICATION\MUSIC AND AUDIO\ desc.txt;4;0;4;;;;
Funny SMS Ringtones is an application that features Funny SMS sounds that can be use as ringtones.;0;0;0;;;;
There are 23 sounds with more to come.;0;0;0;;;;
feature  set phone ringtones  set notification ringtones  save to sd card or Internal phone storage Enjoy these ringtongs.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##fusiona.movistar.chile.android;4;0;4;;;;
##\APPLICATION\COMMUNICATION\ desc.txt;4;0;4;;;;
Recent changes: Se incorpora preguntas frecuentes.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.fivemobile.footy;4;0;4;;;;
##\APPLICATION\SPORTS\ desc.txt;4;0;4;;;;
ScoreMobile FC is your dedicated world football app, providing complete soccer coverage for over 100 leagues and competitions.;0;0;0;;;;
Get: live scores, stats, betting odds, fixtures, news, video, and league tables.;0;0;0;;;;
Recent changes: Fixed specific force closes when opening box scores Fixed force closes when viewing live blogs on HTC devices Added ability to customize the sounds for push alerts;0;0;0;;;;
