 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
##com.gs;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
Lightweight and easy to use translator from any language to any language.;0;0;0;;;;
Based microsoft api.;0;0;0;;;;
Speech synthesis Voice Recognition (english, french, german, italian or spanish);0;0;0;;;;
Tranlate sms Share translations or share url/text with the translator ;0;0;0;;;;
(ShareWithFacebook is integrated with the application);0;0;0;;;;
Voice volume control Froyo: install app in sd;0;0;0;;;;
Warns about internet availability and low or muted volume;0;0;0;;;;
Good support;0;0;0;;;;
This is a community driven project so if you want a feature just ask for it, suggestions, critics and any kind of comment are all wellcome ;0;0;0;;;;
Recent changes: Add faq step and instructions to add your own translation key Solve minor bug ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##uk.co.digitalclockwork.apps.android.anonymoustexting;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Want to prank your friends with confusing SMS text messages?;0;0;0;;;;
This app allows you to send and receive anonymous messages (2 way)!;1;0;1;;;;
Your own number will be completely hidden from whoever you send a message to.;1;1;1;;;;
"This is a ""pay as you go"" app, it costs credits to send messages (free to receive though) which you can purchase from inside the app (you get one FREE credit to start off).";1;0;0;;;;
It costs us to send the anonymous messages so it's only fair that you pay a small fee to cover the costs.;1;0;1;;;;
People who complain about this obviously don't understand how the world works!;0;0;0;;;;
If you have problems with this app please email us and we will be glad to help you, don't leave negative comments straight away!;0;1;0;;;;
If you find you don't receive replies please contact us for support.;0;1;0;;;;
Currently only available in the UK and US.;0;0;0;;;;
"Users of the old ""Anonymous Texting"" app will still have any credits they bought available in this new app providing you still have the same phone.";0;0;0;;;;
(contact us if you don't, we can transfer your credits);0;1;0;;;;
Please send any feature requests, bug reports or general enquiries to info@bgeek.co.uk or visit our site http://bgeek.co.uk for more blurb.;0;0;0;;;;
We are always working to improve our app, look out for updates!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.schwimmer.android.mmsextract;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
"Check out my app ""AutoSave MMS"" to automatically save your MMS attachments whenever you get them.";1;0;0;;;;
This app allows you to save pictures, audio and video from your txt messages to your SD card.;0;0;0;;;;
Files are stored in the SavedMMS directory and are accessible from Pictures and Music.;0;0;0;;;;
v2.1 Sorts by Date, newest first.;0;0;0;;;;
Content rating: Not rated;0;0;0;;;;
##com.royvandewater.prankster;4;0;4;;;;
##\APPLICATION\ENTERTAINMENT;0;0;4;;;;
Will prank call any person on your contact list using a computer voice.;1;1;1;;;;
Recent changes: App is now worth using.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##org.withouthat.acalendar;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
aCalendar;0;0;0;;;;
the fastest Android calendar;0;0;0;;;;
FEATURES;0;0;0;;;;
intuitive navigation with smooth transitions;0;0;0;;;;
day, week, month & birthdays view;0;0;0;;;;
Fullscreen Widget;0;0;0;;;;
birthdays & anniversaries with photos from your addressbook;1;0;1;;;;
birthdays editing;0;0;0;;;;
uses Android's native calendar backend and synchronization;0;0;0;;;;
no battery drain;0;0;0;;;;
moon phases and zodiac signs for birthdays;0;0;0;;;;
QR/2D Barcode sharing;0;0;0;;;;
12/24h clock honoring system settings;0;0;0;;;;
optimized text display and improved line-break;0;0;0;;;;
FREE;0;0;0;;;;
no ads USAGE;0;0;0;;;;
move forward and backward by swiping vertically or volume rocker;0;0;0;;;;
switch between views with a horizontal swipe (opens the day or week you start the swipe gesture on) or double-tap for day view;0;0;0;;;;
tap to open event;0;0;0;;;;
long-press to add events;0;0;0;;;;
long-press on mini-month to go to today or jump to date;0;0;0;;;;
tap on photo to open quick contact menu ;0;1;0;;;;
TRANSLATIONS native language support for English, Czech, German, Greek, Spanish, Finnish, French, Hebrew, Italian, Japanese, Korean, Dutch, Polish, Portuguese, Swedish, Turkish and Chinese with more to come;0;0;0;;;;
contact me if there is a bad translation or you'd like your language added!;0;1;0;;;;
PERMISSIONS aCalendar only asks for mandatory permissions for its functionality: ;0;0;0;;;;
Read and write contact data for birthdays as well as read and write calendar data for events.;1;1;1;;;;
'Send Email to guests' is bound to 'write calendar data' by Google.;1;1;1;;;;
LOVE ;0;0;0;;;;
If you like aCalendar, please rate or comment and recommend it to your friends ;0;0;0;;;;
BETA aCalendar is still beta software.;0;0;0;;;;
With close to a thousand different devices and so many Android versions it's impossible for me to test everything.;0;0;0;;;;
So if you find a bug please send me an email to aCalendarAndroid@googlemail.com and I'll try to fix it.;0;1;0;;;;
If you just write a comment I cannot get back to you.;0;0;0;;;;
ROADMAP;0;0;0;;;;
There are many more features planned, most notably;0;0;0;;;;
more widgets;0;0;0;;;;
no more falling back to default calendar for editing;0;0;0;;;;
agenda view;0;0;0;;;;
Google Tasks integration;0;0;0;;;;
calendar import/export to Facebook, Twitter, NFC, etc.;0;0;0;;;;
Color-coded categories (requires Android 4.0.3+);0;0;0;;;;
other calendar system support (BahÃ¡'Ã­, Chinese, Ethiopian, Hebrew, Indian, Iranian, Islamic, Thai, Zoroastrian);0;0;0;;;;
send YOUR feature requests to aCalendarAndroid@googlemail.com;0;1;0;;;;
KEYWORDS Calendar, Kalender, Agenda, KalendÃ¡Å™, Calendrier, Î—Î¼ÎµÏ?Î¿Î»ÏŒÎ³Î¹Î¿, ã‚«ãƒ¬ãƒ³ãƒ€ãƒ¼, ìº˜ë¦°ë?”, æ—¥å?†, ØªÙ‚ÙˆÙŠÙ…, Kalenteri, Birthday, Anniversary FREE aCalendar is free and will stay free and ad-free.;0;0;0;;;;
No features will be taken away, but some advanced calendar features might only come to aCalendar+ ($ Jan'12).;0;0;0;;;;
Recent changes: Fix all day event creation bug Add left/right swipe action to navigate between events of one days Better recurrence handling Many smaller bugfixes Thanks everyone for reporting bugs;0;0;0;;;;
YOU make aCalendar better!;0;0;0;;;;
Please contact me if there are any problems;0;1;0;;;;
I cannot reply to market comments.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.thirtymatches.calleridnotes.lite;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Add Post-its to your contacts and have them show up when they call!;1;1;1;;;;
Use it for taking down personal notes or reminders, and avoid an awkward moment of not knowing where you know that person from!;0;0;0;;;;
Got some pending tasks on someone?;0;0;0;;;;
Add a quick note as you'll be reminded of it when they call you.;0;0;0;;;;
To see the true potential of this app, add a few notes and just wait until those people call you.;0;0;0;;;;
Now imagine being able to do that for each and everyone of your contacts.;0;1;0;;;;
NEW: This is a LITE Version;0;0;0;;;;
This Lite version is offered as a way to try out the app before buying it.;0;0;0;;;;
It comes with a few restrictions:;0;0;0;;;;
A maximum of 5 notes allowed;0;0;0;;;;
A maximum of 1 note per contact;0;1;0;;;;
Cannot choose from different note styles.;0;0;0;;;;
If you like this App, get the Full version with no restrictions (Caller ID Notes PRO).;0;0;0;;;;
There are a few apps that try to do the same but this one is unique in its own sense:;0;0;0;;;;
You choose the information to be display (add, remove and edit them as you wish);0;0;0;;;;
The notes are beautifully designed to look like a Post-it.;0;0;0;;;;
The notes are not displayed on top of the details of the caller.;0;0;0;;;;
The notes only take up the bare minimum space needed to show them.;0;0;0;;;;
As soon as you take the call (or cancel it), the notes disappear from the screen.;0;0;0;;;;
It is completely unobtrusive.;0;0;0;;;;
It DOES NOT waste any extra battery life.;0;0;0;;;;
You can even close the app and the notes will still show up.;0;0;0;;;;
How to use this App;0;0;0;;;;
This is the easiest way to start using the app;0;0;0;;;;
Open the app;0;0;0;;;;
"Click on ""Add Note"" button and choose a contact from your contact list";1;1;1;;;;
Write your note or reminder and you're done.;0;0;0;;;;
Relax, close the app if you want, and forget about it!;0;0;0;;;;
Next time that person calls, that note will pop up alongside the caller id screen.;0;0;0;;;;
If you like the app, please rate us!;0;0;0;;;;
And if you think there's something missing from the app, remember to send us an email.;0;1;1;;;;
Recent changes: Fixed some minor issues to make it even faster ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.skyscape.packagecardiosourcekthreevtwodata.android.voucher.ui;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
ACC and Skyscape have teamed up to bring you CardioSource Mobile, a Android device friendly version of the most popular and clinically relevant sources of content on CardioSource.org.;0;0;0;;;;
CardioSource Mobile app combines a fully indexed set of all ACC/AHA guideline recommendations with the latest evidence based medicine content from the full Web site.;0;0;0;;;;
The app provides one tap access to the best that CardioSource has to offer.;0;0;0;;;;
Whether used at the bedside as a quick reference tool or on the go to catch up on the latest science, CardioSource Mobile App provides clinicians with daily access to the most trusted source of information in cardiology.;3;0;0;3;;;;
About ACC The American College of Cardiology is transforming cardiovascular care and improving heart health through continuous quality improvement, patient-centered care, payment innovation and professionalism.;0;0;0;;;;
The College is a 39,000-member nonprofit medical society comprised of physicians, nurses, nurse practitioners, physician assistants, pharmacists and practice managers, and bestows credentials upon cardiovascular specialists who meet its stringent qualifications.;0;0;0;;;;
The College is a leader in the formulation of health policy, standards and guidelines, and is a staunch supporter of cardiovascular research.;0;0;0;;;;
The ACC provides professional education and operates national registries for the measurement and improvement of quality care.;0;0;0;;;;
About Skyscape Skyscape offers trusted resources such as the 5 Minute Clinical Consult (5MCC), Harrison's, Harriet Lane, Washington Manual, DSM-IV, Wills Eye Manual, AAP Red Book, Dahnert's Radiology Review, Johns Hopkins ABX Guide, HIV Guide and many others.;0;0;0;;;;
You can choose from over 700 resources from over 50 highly regarded publishers in healthcare.;0;0;0;;;;
Skyscape is a wholly owned subsidiary of Physicians Interactive Holdings, LLC.;0;0;0;;;;
Link to Skyscape website : www.skyscape.com ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.menny.android.anysoftkeyboard;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
Any Soft Keyboard is an on screen keyboard with multiple languages support.;0;0;0;;;;
This is one of the most customizable keyboard available.;0;0;0;;;;
To activate: In Settings->Languages->tick AnySoftKeyboard;0;0;0;;;;
"To set as default: Long press a text field, and select ""Input method""";0;0;0;;;;
Main features:;0;0;0;;;;
Multi languages keyboard support via external packages;0;0;0;;;;
Completion dictionaries for multiple languages;0;0;0;;;;
Also completes your typed words from your contacts names (in Android 2.0+)!;1;1;1;;;;
Multitouch support;0;0;0;;;;
Extension keyboard (swipe your finger all the way up out of the keyboard);0;0;0;;;;
Voice Input support (Android 2.2+);0;0;0;;;;
Gesture support:;0;0;0;;;;
Swipe left or right to switch layouts;0;0;0;;;;
Swipe up to shift;0;0;0;;;;
Swipe down to close the keyboard;0;0;0;;;;
Theme support (comes with 3 skins);0;0;0;;;;
And many more features!;0;0;0;;;;
twitter: @anysoftkeyboard ;0;0;0;;;;
Recent changes:;0;0;0;;;;
Voice input support (in Android 2.2+);0;0;0;;;;
Bug fixes.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##app.calltrack;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
CallTrack logs your phone activity to your Google Calendar.;0;0;0;;;;
You can select the type of calls to log (incoming, outgoing, and missed) and the calendar to log them in.;0;0;0;;;;
You can also dump your current call log to your calendar.;0;0;0;;;;
PLEASE REPORT BUGS TO asterdroid.mobile@gmail.com 1.10;0;0;0;;;;
Fix for Android 2.2 ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##de.dbware.circlelauncher.light;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
This widget will help you to start your prefered apps or call your best friends but with style!;0;0;0;;;;
You can add some frequently used apps, contacts or bookmarks to this launcher and start those apps, contacts or bookmarks with one click from a circle.;1;1;1;;;;
Use the included launcher icons or use a icon from any CircleLauncher icon pack.;0;0;0;;;;
If you slide over the icons, they are animated a little bit mac-like ...;0;0;0;;;;
just try it!;0;0;0;;;;
There is an issue with Android 3.x:;0;0;0;;;;
Some devices need a restart (or wait a few hours) until the new installed widget appears in the widget list.;0;0;0;;;;
But at the moment, I don't know the reason ...;0;0;0;;;;
Facebook-User, please read:;0;0;0;;;;
Restricted contacts are created by the Facebook sync adapter.;0;1;0;;;;
These contacts are accessible to a whitelist of applications, which is specified and enforced by Facebook.;0;1;0;;;;
The restricted contact API is private, which means that nobody (with the exception of Facebook) should be using it at this point.;0;1;0;;;;
So the only way to get the pictures from your Facebook contacts is to use another tool to synchronize.;0;1;0;;;;
I would suggest to use 'SyncMyPix', please try it!;0;0;0;;;;
